,urunKod,urunAdı,listeFiyatı,kdvOran,marka,kategori,menşei,created_id
692,693,MARMARABİRLİK KURU SELE ZEYTİN 381-410 ADET/KG ,20.9,0.08,Marmarabirlik,Zeytin,Türkiye,2020-01-01
693,694,MARMARABİRLİK MEGA AZ TUZLU SİYAH ZEYTİN 800 GR 201-230 ADET/KG ,23.9,0.08,Marmarabirlik,Zeytin,Türkiye,2020-01-01
694,695,MARMARABİRLİK MEGA ZEYTİN 500 GR 201-230 ADET/KG ,15.95,0.08,Marmarabirlik,Zeytin,Türkiye,2020-01-01
695,696,MARMARABİRLİK MEGA ZEYTİN 800 GR 201-230 ADET/KG ,24.9,0.08,Marmarabirlik,Zeytin,Türkiye,2020-01-01
696,697,MARMARABİRLİK ORGANİK SİYAH ZEYTİN 500 GR 201-260 AD/KG ,15.95,0.08,Marmarabirlik,Zeytin,Türkiye,2020-01-01
697,698,MARMARABİRLİK SÜPER ZEYTİN CAM KAV.500 G 261-290 ADKG ,11.95,0.08,Marmarabirlik,Zeytin,Türkiye,2020-01-01
698,699,MARMARABİRLİK YAĞLI SALAMURA SİYAH ZEYTİN 231-260 ,26.9,0.08,Marmarabirlik,Zeytin,Türkiye,2020-01-01
699,700,MİGROS DOĞAL SİYAH ZEYTİN 450 G 261-290 AD/KG ,5.45,0.08,migros,Zeytin,Türkiye,2020-01-01
700,701,MİGROS GEMLİK TİPİ ZEYTİN 261-290 AD/KG 450 G ,8.5,0.08,migros,Zeytin,Türkiye,2020-01-01
701,702,OLIBLACK GURME KURU SELE ZEYTİN 381-410 ADET/KG 500 GR ,15.9,0.08,oliblack,Zeytin,Türkiye,2020-01-01
702,703,OLIBLACK YAĞLI SELE ZEYTİN 261-290 ADET/KG 800 GR ,13.9,0.08,oliblack,Zeytin,Türkiye,2020-01-01
703,704,ONUR GEMLİK YAĞLI SELE ZEYTİN 381-460 ADET/KG ,11.99,0.08,Onur,Zeytin,Türkiye,2020-01-01
704,705,ONUR YAĞLI SELE SİYAH ZEYTİN CAM KVNZ 381-410 1 KG ,11.9,0.08,Onur,Zeytin,Türkiye,2020-01-01
705,706,ONUR YAĞLI SELE SİYAH ZEYTİN CAM KVNZ 381-410 2 KG ,19.95,0.08,Onur,Zeytin,Türkiye,2020-01-01
706,707,SELEKÖY DOĞAL SALAMURA ZEYTİN 181-230 AD/KG ,22.9,0.08,Seleköy,Zeytin,Türkiye,2020-01-01
707,708,SELEKÖY GEMLİK KURU DOMATESLİ SELE SİYAH ZEYTİN KG ,27.9,0.08,Seleköy,Zeytin,Türkiye,2020-01-01
708,709,ZERTUM ORGANİK SELE ZEYTİN 231 - 290 ADET/KG ,34.9,0.08,Zertum ,Zeytin,Türkiye,2020-01-01
709,710,ZERTUM ORGANİK SELE ZEYTİN 900 GR 230 - 260 ADET/KG ,33.9,0.08,Zertum ,Zeytin,Türkiye,2020-01-01
710,711,*MİGROS ÇAM BALI 460 GR ,7.75,0.08,migros,Bal,Türkiye,2020-01-01
711,712,*MİGROS ÇAM BALI 850 GR ,12.95,0.08,migros,Bal,Türkiye,2020-01-01
712,713,*MİGROS ÇİÇEK BALI 460 GR ,7.75,0.08,migros,Bal,Türkiye,2020-01-01
713,714,*MİGROS ÇİÇEK BALI 850 GR ,12.95,0.08,migros,Bal,Türkiye,2020-01-01
714,715,ANAVARZA KEVEN&KEKİK SÜZME ÇİÇEK BALI 450 GR. ,22.95,0.08,anavarza,Bal,Türkiye,2020-01-01
715,716,ANAVARZA SÜZME ÇAM SALGI BALI 450 GR ,17.95,0.08,anavarza,Bal,Türkiye,2020-01-01
716,717,ANAVARZA SÜZME ÇAM SALGI BALI 850 GR. ,29.95,0.08,anavarza,Bal,Türkiye,2020-01-01
717,718,ANAVARZA SÜZME ÇİÇEK BALI 450 GR ,17.95,0.08,anavarza,Bal,Türkiye,2020-01-01
718,719,ANAVARZA SÜZME ÇİÇEK BALI 850 GR ,29.95,0.08,anavarza,Bal,Türkiye,2020-01-01
719,720,ANAVARZA ÇIT KAPAK ÇİÇEK BALI 325 G ,15.95,0.08,anavarza,Bal,Türkiye,2020-01-01
720,721,APİTERA  APİKİDS MUZ AROMALI 210 G ,49.9,0.08,apitera,Bal,Türkiye,2020-01-01
721,722,APİTERA  APİMİX PORTAKAL AROMALI 210 G ,49.9,0.08,apitera,Bal,Türkiye,2020-01-01
722,723,APİTERA ZEN 210 G ,39.9,0.08,apitera,Bal,Türkiye,2020-01-01
723,724,APİTERA ZEN 7X7 G ,8.9,0.08,apitera,Bal,Türkiye,2020-01-01
724,725,BALKOVAN ÇİÇEK BALI 850 GR ,18.65,0.08,Balparmak,Bal,Türkiye,2020-01-01
725,726,BALPARMAK BİNGÖL ÇİÇEK BALI 460 GR ,37.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
726,727,BALPARMAK KAYSERİ ÇİÇEK BALI 460 GR ,37.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
727,728,BALPARMAK KESTANE BALI 460 G ,64.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
728,729,BALPARMAK MUŞ ÇİÇEK BALI 460 GR ,37.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
729,730,BALPARMAK NARENCİYE BALI 460 G ,29.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
730,731,BALPARMAK SÜZME ÇAM BALI 460 GR ,19.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
731,732,BALPARMAK YAYLA VE OVA  ÇİÇEK BALI 460 G ,18.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
732,733,BALPARMAK YAYLA VE OVA ÇİÇEK BALI 850 G ,29.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
733,734,BALPARMAK YÜKSEKOVA ÇİÇEK BALI 460 GR ,37.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
734,735,BALPARMAK ÇAM BALI 3X40 GR ,9.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
735,736,BALPARMAK ÇAM BALI 850 GR ,29.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
736,737,BALPARMAK ÇAM BALI KATLA BALLA 7 GR 18'Lİ ,7.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
737,738,BALPARMAK ÇAM BALI TÜP 90 GR ,6.95,0.08,Balparmak,Bal,Türkiye,2020-01-01
738,739,BALPARMAK ÇIT KAPAK ÇAM  BALI 600 GR ,29.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
739,740,BALPARMAK ÇIT KAPAK ÇAM BALI 350 GR ,17.5,0.08,Balparmak,Bal,Türkiye,2020-01-01
740,741,BALPARMAK ÇIT KAPAK ÇİÇEK BALI 350 GR ,17.5,0.08,Balparmak,Bal,Türkiye,2020-01-01
741,742,BALPARMAK ÇIT KAPAK ÇİÇEK BALI 600 GR ,29.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
742,743,BALPARMAK ÇITKAPAK ÖZEL SEÇİM ÇİÇEK BALI 600 G ,35.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
743,744,BALPARMAK ÇİÇEK BALI 225 GR ,14.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
744,745,BALPARMAK ÇİÇEK BALI 460 GR ,19.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
745,746,BALPARMAK ÇİÇEK BALI 850 GR ,29.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
746,747,BALPARMAK ÇİÇEK BALI KATLA BALLA 7 GR 18'Lİ ,7.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
747,748,BALPARMAK ÖZEL SEÇİM ÇİÇEK BALI 850 G ,43.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
748,749,BALPARMAK ÖZEL ÇİÇEK BALI 460 GR ,28.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
749,750,BALPARMAK ŞEMDİNLİ ÇİÇEK BALI 460 GR ,37.9,0.08,Balparmak,Bal,Türkiye,2020-01-01
750,751,EGE YAYLA ÇİÇEK BALI 460 GR ,18.9,0.08,Ege,Bal,Türkiye,2020-01-01
751,752,EGE ÇAM BALI 460 GR ,18.9,0.08,Ege,Bal,Türkiye,2020-01-01
752,753,EGE ÇAM BALI 850 GR ,27.9,0.08,Ege,Bal,Türkiye,2020-01-01
753,754,EGE ÇAM BALI PET 350 GR ,17.9,0.08,Ege,Bal,Türkiye,2020-01-01
754,755,EGE ÇAM BALI TÜP 40 GR ,2.6,0.08,Ege,Bal,Türkiye,2020-01-01
755,756,EGE ÇİCEK BALI 350 GR ( PRATİK KAPAK ) ,17.9,0.08,Ege,Bal,Türkiye,2020-01-01
756,757,EGE ÇİÇEK BALI 850 GR ,27.9,0.08,Ege,Bal,Türkiye,2020-01-01
757,758,FER KARAKOVAN PETEK BALI KG ,110.0,0.08,Fer,Bal,Türkiye,2020-01-01
758,759,FER POLEN 100 GR ,19.9,0.08,Fer,Bal,Türkiye,2020-01-01
759,760,FER PROPOLİS 20 ML ,64.5,0.08,Fer,Bal,Türkiye,2020-01-01
760,761,FER PROPOLİSLİ BAL - POLEN - ARI SÜTÜ 240 GR ,53.9,0.08,Fer,Bal,Türkiye,2020-01-01
761,762,FER PROPOLİSLİ BAL 230 GR ,26.45,0.08,Fer,Bal,Türkiye,2020-01-01
762,763,FER SÜZME YAYLA BALI 225 GR ,11.75,0.08,Fer,Bal,Türkiye,2020-01-01
763,764,FER SÜZME YAYLA BALI 460 GR ,21.45,0.08,Fer,Bal,Türkiye,2020-01-01
764,765,FER SÜZME YAYLA BALI 850 GR ,31.75,0.08,Fer,Bal,Türkiye,2020-01-01
765,766,FER SÜZME ÇAM BALI 460 GR ,20.9,0.08,Fer,Bal,Türkiye,2020-01-01
766,767,FER ÖZEL ARI BALI SÜTÜ KARIŞIMI 460 GR ,133.5,0.08,Fer,Bal,Türkiye,2020-01-01
767,768,KÖYTÜR YAYLA BALI 850 GR ,22.9,0.08,Köytür,Bal,Türkiye,2020-01-01
768,769,TAKİTA BAL AROMALI DİYABETİK ŞURUP 250 GR ,13.25,0.08,Takita,Bal,Türkiye,2020-01-01
769,770,TKV SÜZME ÇAM BALI 850 GR ,29.9,0.08,tkv,Bal,Türkiye,2020-01-01
770,771,TKV SÜZME ÇİÇEK BALI 460 GR ,19.9,0.08,tkv,Bal,Türkiye,2020-01-01
771,772,TKV SÜZME ÇİÇEK BALI 850 GR ,29.9,0.08,tkv,Bal,Türkiye,2020-01-01
772,773,*MİGROS TAHİN 470 GR VE PEKMEZ 600 GR 2'Lİ PAKET ,8.95,0.08,migros,Pekmez,Türkiye,2020-01-01
773,774,*MİGROS TAHİN 600 GR ,6.25,0.08,migros,Pekmez,Türkiye,2020-01-01
774,775,*MİGROS ÜZÜM PEKMEZİ 800 GR ,3.95,0.08,migros,Pekmez,Türkiye,2020-01-01
775,776,ANADOLU LEZZET. KEMALIYE(EĞIN) DUT PEKMEZI 375 G ,15.95,0.08,anadolu lezzetleri,Pekmez,Türkiye,2020-01-01
776,777,ANADOLU LEZZETLERİ KONYA BOZKIR TAHİNİ 360 G ,13.5,0.08,anadolu lezzetleri,Pekmez,Türkiye,2020-01-01
777,778,ANADOLU LEZZETLERİ TARAKLI TAHİN HELVASI 500 GR ,15.95,0.08,anadolu lezzetleri,Pekmez,Türkiye,2020-01-01
778,779,GURMEZADE ÇİKOLATA KAPLI ÇEKME HELVA 34 G ,3.75,0.08,Gurmezade,Pekmez,Türkiye,2020-01-01
779,780,KOSKA  ŞEKER İLAVESİZ FIRINDA HELVA 250 GR ,7.9,0.08,Koska,Pekmez,Türkiye,2020-01-01
780,781,KOSKA BADEMLİ HELVA KG ,13.5,0.08,Koska,Pekmez,Türkiye,2020-01-01
781,782,KOSKA CEVİZLİ HELVA KG ,20.75,0.08,Koska,Pekmez,Türkiye,2020-01-01
782,783,KOSKA CEVİZLİ YAZ HELVASI 500 GR ,10.45,0.08,Koska,Pekmez,Türkiye,2020-01-01
783,784,KOSKA DUT PEKMEZİ 380 GR ,5.95,0.08,Koska,Pekmez,Türkiye,2020-01-01
784,785,KOSKA DİYABETİK FISTIKLI HELVA 350 G ,12.95,0.08,Koska,Pekmez,Türkiye,2020-01-01
785,786,KOSKA FINDIKLI TAHİN HELVASI 350 G ,12.5,0.08,Koska,Pekmez,Türkiye,2020-01-01
786,787,KOSKA FIRINDA HELVA 250 GR ,7.25,0.08,Koska,Pekmez,Türkiye,2020-01-01
787,788,KOSKA FISTIKLI  BLOK HELVA KG ,25.45,0.08,Koska,Pekmez,Türkiye,2020-01-01
788,789,KOSKA FISTIKLI HELVA KUTU 400 GR ,14.75,0.08,Koska,Pekmez,Türkiye,2020-01-01
789,790,KOSKA FISTIKLI HELVA PAKET 200 GR ,6.45,0.08,Koska,Pekmez,Türkiye,2020-01-01
790,791,KOSKA FISTIKLI HELVA PAKET 500 GR ,14.95,0.08,Koska,Pekmez,Türkiye,2020-01-01
791,792,KOSKA HARNUP PEKMEZİ 380 GR ,5.95,0.08,Koska,Pekmez,Türkiye,2020-01-01
792,793,KOSKA HARNUP PEKMEZİ 800 GR ,11.95,0.08,Koska,Pekmez,Türkiye,2020-01-01
793,794,KOSKA KAKAOLU BLOK HELVA KG ,17.5,0.08,Koska,Pekmez,Türkiye,2020-01-01
794,795,KOSKA KAKAOLU HELVA PAKET 200 GR ,4.25,0.08,Koska,Pekmez,Türkiye,2020-01-01
795,796,KOSKA KAKAOLU HELVA PAKET 500 GR ,9.75,0.08,Koska,Pekmez,Türkiye,2020-01-01
796,797,KOSKA KARAMEL VE CEVİZLİ YAZ HELVASI 500 GR ,12.95,0.08,Koska,Pekmez,Türkiye,2020-01-01
797,798,KOSKA KAĞIT HELVA 45 GR ,1.45,0.08,Koska,Pekmez,Türkiye,2020-01-01
798,799,KOSKA LIGHT HELVA 350 GR ,11.25,0.08,Koska,Pekmez,Türkiye,2020-01-01
799,800,KOSKA PEKMEZ 380 GR ( CAM KAVANOZ ) ,7.25,0.08,Koska,Pekmez,Türkiye,2020-01-01
800,801,KOSKA PEKMEZ CAM KAVANOZ 800 GR ,13.45,0.08,Koska,Pekmez,Türkiye,2020-01-01
801,802,KOSKA SADE BLOK HELVA KG ,16.95,0.08,Koska,Pekmez,Türkiye,2020-01-01
802,803,KOSKA SADE HELVA KUTU 400 GR ,9.45,0.08,Koska,Pekmez,Türkiye,2020-01-01
803,804,KOSKA SADE HELVA PAKET 200 GR ,4.15,0.08,Koska,Pekmez,Türkiye,2020-01-01
804,805,KOSKA SADE HELVA PAKET 500 GR ,9.45,0.08,Koska,Pekmez,Türkiye,2020-01-01
805,806,KOSKA SAKIZLI BALLI KÜREK HELVA 350 GR ,9.95,0.08,Koska,Pekmez,Türkiye,2020-01-01
806,807,KOSKA SÜPER İKİLİ TAHİN PEKMEZ KARIŞIMI 200 GR ,4.75,0.08,Koska,Pekmez,Türkiye,2020-01-01
807,808,KOSKA SÜPER İKİLİ TAHİN PEKMEZ KARIŞIMI 40 GR ,1.25,0.08,Koska,Pekmez,Türkiye,2020-01-01
808,809,KOSKA TAHİN 300 GR ( CAM KAVANOZ ) ,8.45,0.08,Koska,Pekmez,Türkiye,2020-01-01
809,810,KOSKA TAHİN 550 GR ( BİDON ) ,12.95,0.08,Koska,Pekmez,Türkiye,2020-01-01
810,811,KOSKA TAHİN CAM KAVANOZ 620 GR ,16.95,0.08,Koska,Pekmez,Türkiye,2020-01-01
811,812,KOSKA TAHİN PEKMEZ KARIŞIMI 350 GR ,7.45,0.08,Koska,Pekmez,Türkiye,2020-01-01
812,813,KOSKA TOST KAĞIT HELVA 6'LI PAKET 140 GR ,5.75,0.08,Koska,Pekmez,Türkiye,2020-01-01
813,814,KOSKA YAZ HELVASI BADEMLİ 500 GR. ,9.25,0.08,Koska,Pekmez,Türkiye,2020-01-01
814,815,KOSKA ÇİKOLATALI FISTIKLI KÜREK HELVA 350 GR ,16.45,0.08,Koska,Pekmez,Türkiye,2020-01-01
815,816,KOSKA ÇİKOLATALI HELVA KUTU 400 GR ,9.95,0.08,Koska,Pekmez,Türkiye,2020-01-01
816,817,KOSKA ÜZÜM PEKMEZİ 700 GR ( BİDON ) ,10.45,0.08,Koska,Pekmez,Türkiye,2020-01-01
817,818,MİGROS .KAKAOLU TAHİN HELVASI 500 G ,3.95,0.08,migros,Pekmez,Türkiye,2020-01-01
818,819,MİGROS ANTEP FISTIKLI TAHİN HELVASI 500 G ,5.45,0.08,migros,Pekmez,Türkiye,2020-01-01
819,820,MİGROS SADE TAHİN HELVASI 500 G ,3.95,0.08,migros,Pekmez,Türkiye,2020-01-01
820,821,TORKU ANTEP FISTIKLI TAHİN HELVASI 200 G ,6.45,0.08,Torku,Pekmez,Türkiye,2020-01-01
821,822,TORKU ANTEP FISTIKLI TAHİN HELVASI 500 GR ,15.95,0.08,Torku,Pekmez,Türkiye,2020-01-01
822,823,TORKU KAKAOLU TAHIN HEVASI 200 G ,3.45,0.08,Torku,Pekmez,Türkiye,2020-01-01
823,824,TORKU KAKAOLU TAHİN HELVASI 500 GR ,8.5,0.08,Torku,Pekmez,Türkiye,2020-01-01
824,825,TORKU SADE TAHİN HELVASI 200 G ,3.45,0.08,Torku,Pekmez,Türkiye,2020-01-01
825,826,TORKU SADE TAHİN HELVASI 500 GR ,8.5,0.08,Torku,Pekmez,Türkiye,2020-01-01
826,827,TORKU TAHİN 600 G ,14.95,0.08,Torku,Pekmez,Türkiye,2020-01-01
827,828,YENIGUN KARMA PEKMEZ KUTU 4X125 G ,12.0,0.08,Yenigün,Pekmez,Türkiye,2020-01-01
828,829,YENİGÜN HARNUP PEKMEZİ 800 GR ,9.95,0.08,Yenigün,Pekmez,Türkiye,2020-01-01
829,830,YENİGÜN PEKMİX 5 MEYVE PEKMEZİ 500 GR ,9.95,0.08,Yenigün,Pekmez,Türkiye,2020-01-01
830,831,ZAZELLA KEÇİBOYNUZU ÖZÜ 450 G ,8.9,0.08,Yenigün,Pekmez,Türkiye,2020-01-01
831,832,ANADOLU LEZZETLERİ TRAKYA ERİŞTE 500 GR ,9.95,0.08,anadolu lezzetleri,Bakliyat,Türkiye,2020-01-01
832,833,ANKARA KEPEKLİ BURGU MAKARNA 250 GR ,1.1,0.08,Ankara,Bakliyat,Türkiye,2020-01-01
833,834,ANKARA KEPEKLİ ÇUBUK MAKARNA 250 GR ,1.1,0.08,Ankara,Bakliyat,Türkiye,2020-01-01
834,835,ARBELLA ARPA ŞEHRİYE MAKARNA 500 GR ,1.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
835,836,ARBELLA BURGU MAKARNA 500 GR ,1.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
836,837,ARBELLA FAMILY SEVİMLİ RAKAMLAR 350 GR ,1.85,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
837,838,ARBELLA FİYONK MAKARNA 500 GR ,1.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
838,839,ARBELLA GURME BUNDLE SPAGHETTI  400 GR ,1.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
839,840,ARBELLA GURME LAZANYA 500 G ,7.5,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
840,841,ARBELLA GURME MERCİMEKLİ PENNE MAKARNA 400 GR ,2.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
841,842,ARBELLA GURME NOHUTLU BURGU MAKARNA 400 GR ,2.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
842,843,ARBELLA GURME NİDİ 400 GR ,6.5,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
843,844,ARBELLA GURME TAGLIATELLE 400 GR ,6.5,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
844,845,ARBELLA GURME ÜZÜM ÇEKİRDEKLİ RİGATONİ KESME 400 G ,2.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
845,846,ARBELLA GURME ÜZÜM ÇEKİRDEKLİ ÇARLİSTON 400 GR ,2.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
846,847,ARBELLA KALEM KESME MAKARNA 500 GR ,1.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
847,848,ARBELLA KELEBEK MAKARNA 500 GR ,1.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
848,849,ARBELLA SPAGHETTI MAKARNA 500 GR ,1.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
849,850,ARBELLA TAM BUĞDAY BURGU 400 G ,1.95,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
850,851,ARBELLA TAM BUĞDAY SPAGHETTI 400 G ,1.95,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
851,852,ARBELLA TEL ŞEHRİYE 500 GR ,1.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
852,853,ARBELLA İNCE KESME MAKARNA 500 GR ,1.25,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
853,854,ARBELLE FAMILY OKYANUS SERİSİ 350 GR ,1.85,0.08,Arbella,Bakliyat,Türkiye,2020-01-01
854,855,BARILLA ACADEMIA FUSILLI BURGU MAKARNA 500 GR ,9.95,0.08,Barilla,Bakliyat,İtalya,2020-01-01
855,856,BARILLA ACADEMIA LINGUINE YASSI SPAGHETTI 500 GR ,9.95,0.08,Barilla,Bakliyat,İtalya,2020-01-01
856,857,BARILLA ACADEMIA PENNE RIGATE 500 GR ,9.95,0.08,Barilla,Bakliyat,İtalya,2020-01-01
857,858,BARILLA ACADEMIA SADE KESME MAKARNA 500 GR ,9.95,0.08,Barilla,Bakliyat,İtalya,2020-01-01
858,859,BARILLA ACADEMIA SPAGHETTI 500 GR ,9.95,0.08,Barilla,Bakliyat,İtalya,2020-01-01
859,860,BARILLA CASSARECCE MAKARNA 500 GR ,7.5,0.08,Barilla,Bakliyat,İtalya,2020-01-01
860,861,BARILLA FARFALLE KELEBEK 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
861,862,BARILLA INTEGRALE SPAGHETTI MAKARNA 400 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
862,863,BARILLA LINGUINE YASSI SPAGETTI 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
863,864,BARILLA MEZZE PENNE TRICOLORE MAKARNA  500 GR ,7.5,0.08,Barilla,Bakliyat,İtalya,2020-01-01
864,865,BARILLA PENNE RIGATE KALEM 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
865,866,BARILLA PIPE RIGATE MANTI MAKARNA 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
866,867,BARILLA SPAGHETTI LUNGHI UZUN MAKARNA 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
867,868,BARILLA SPAGHETTI MAKARNA 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
868,869,BARILLA TEL ŞEHRİYE 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
869,870,BARILLA TORTELLINI FORMAGGI MAKARNA 250 GR ,11.95,0.08,Barilla,Bakliyat,İtalya,2020-01-01
870,871,BARILLA TROFIE 500 GR ,7.5,0.08,Barilla,Bakliyat,İtalya,2020-01-01
871,872,BARİLLA CASTELLANE MAKARNA 500 GR ,7.5,0.08,Barilla,Bakliyat,İtalya,2020-01-01
872,873,BARİLLA CONCHIGLIE MİNİ MİDYE MAKARNA 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
873,874,BARİLLA FETTUCCINE MAKARNA 500 GR ,10.5,0.08,Barilla,Bakliyat,İtalya,2020-01-01
874,875,BARİLLA FUSILLI BURGU MAKARNA 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
875,876,BARİLLA GNOCHETTI DENİZ KABUĞU MAKARNA 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
876,877,BARİLLA INTEGRALE BURGU MAKARNA 400 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
877,878,BARİLLA INTEGRALE KALEM MAKARNA 400 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
878,879,BARİLLA INTEGRALE KELEBEK MAKARNA 400 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
879,880,BARİLLA KALIN KESME MAKARNA 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
880,881,BARİLLA LAZANYA MAKARNA 500 GR ,10.5,0.08,Barilla,Bakliyat,İtalya,2020-01-01
881,882,BARİLLA MAFALDINE MAKARNA 500 GR ,7.5,0.08,Barilla,Bakliyat,İtalya,2020-01-01
882,883,BARİLLA PAPPARDELLE MAKARNA 250 GR ,7.5,0.08,Barilla,Bakliyat,İtalya,2020-01-01
883,884,BARİLLA PIPETTE BUKLE MAKARNA 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
884,885,BARİLLA RİSONİ ARPA ŞEHRİYE MAKARNA 500 GR ,2.15,0.08,Barilla,Bakliyat,İtalya,2020-01-01
885,886,BARİLLA TAGLIATELLE MAKARNA 500 GR ,10.5,0.08,Barilla,Bakliyat,İtalya,2020-01-01
886,887,ÇİN ERİŞTESİ 400 GR ,6.95,0.08,Barilla,Bakliyat,İtalya,2020-01-01
887,888,DE CECCO CONCHIGLIE RIGATE MAKARNA 500 GR ,11.95,0.08,De Cecco,Bakliyat,İtalya,2020-01-01
888,889,DE CECCO FARFALLE SADE MAKARNA 500 GR ,11.95,0.08,De Cecco,Bakliyat,İtalya,2020-01-01
889,890,DE CECCO FETTUCCINE MAKARNA 500 GR ,15.95,0.08,De Cecco,Bakliyat,İtalya,2020-01-01
890,891,DE CECCO ISPANAKLI FETTUCCINE MAKARNA 250 GR ,11.95,0.08,De Cecco,Bakliyat,İtalya,2020-01-01
891,892,DE CECCO KEPEKLİ PENNE RIGATE MAKARNA 500 GR ,11.95,0.08,De Cecco,Bakliyat,İtalya,2020-01-01
892,893,DE CECCO PACCHERI SADE MAKARNA 500 GR ,15.95,0.08,De Cecco,Bakliyat,İtalya,2020-01-01
893,894,DE CECCO PAPPARDELLE MAKARNA 500 GR ,15.95,0.08,De Cecco,Bakliyat,İtalya,2020-01-01
894,895,DE CECCO PATATESLİ GNOCCHI MAKARNA 500 GR ,11.95,0.08,De Cecco,Bakliyat,İtalya,2020-01-01
895,896,DE CECCO PENNE RIGATE MAKARNA 500 GR ,11.95,0.08,De Cecco,Bakliyat,İtalya,2020-01-01
896,897,DE CECCO SPAGHETTINI MAKARNA 500 GR ,11.95,0.08,De Cecco,Bakliyat,İtalya,2020-01-01
897,898,DE CECCO TAGLIATELLE MAKARNA 500 GR ,15.95,0.08,De Cecco,Bakliyat,İtalya,2020-01-01
898,899,DOLCO EGG NOODLE 350 GR ( ÇİN ERİŞTESİ ) ,4.95,0.08,De Cecco,Bakliyat,İtalya,2020-01-01
899,900,FORCELLA TAZE MAKARNA 500 G ,8.75,0.08,Forcella,Bakliyat,İtalya,2020-01-01
900,901,FİLİZ ARPA ŞEHRİYE 500 GR ,1.7,0.08,Filiz,Bakliyat,Türkiye,2020-01-01
901,902,FİLİZ BONCUK MAKARNA 500 GR ,1.7,0.08,Filiz,Bakliyat,Türkiye,2020-01-01
902,903,FİLİZ BURGU MAKARNA 500 GR ,1.7,0.08,Filiz,Bakliyat,Türkiye,2020-01-01
903,904,FİLİZ ERİŞTE MAKARNA 500 GR ,1.7,0.08,Filiz,Bakliyat,Türkiye,2020-01-01
904,905,FİLİZ FIRIN MAKARNA 500 GR ,1.7,0.08,Filiz,Bakliyat,Türkiye,2020-01-01
905,906,FİLİZ FİYONK MAKARNA 500 GR ,1.7,0.08,Filiz,Bakliyat,Türkiye,2020-01-01
